n,linked_list_s,python_array_s,numpy_array_s,speedup_array_over_list,speedup_numpy_over_list
1000,3.540000761859119e-05,2.5599991204217076e-05,3.7999998312443495e-06,1.3828132727154907,9.315791892285187
10000,0.0003932999970857054,0.0002558999985922128,9.60000033956021e-06,1.5369284847572242,40.96874824732798
100000,0.006486000012955628,0.0030738000059500337,4.710000939667225e-05,2.1100917432495647,137.70697917130104
500000,0.08095760000287555,0.014998700004070997,0.00010469999688211828,5.397641127624512,773.2340249639711
1000000,0.17377350000606384,0.03865820000646636,0.0002066999877570197,4.495126518487584,840.7039685475858
